233995.000;0.000;135.000;65.330;3.294;-1.338
82004.000;0.000;20.000;11.147;3.294;-0.277
431702.000;20.000;125.600;74.378;3.294;-0.876
51732.000;125.600;135.000;129.144;3.297;0.267
4957.000;44.679;54.607;49.643;3.297;2.364
5597.000;67.506;82.507;75.006;3.297;2.431
40117.000;3.000;19.000;11.491;2.575;2.259
2946.000;0.000;135.000;59.551;3.297;-0.065
1171.000;0.000;135.000;60.402;3.297;0.634
121.000;7.264;15.980;14.527;0.003;2.690
1093.000;0.000;135.000;57.628;3.297;-1.976
25.000;16.434;20.086;18.260;3.297;-1.750
29219.000;0.000;135.000;63.091;3.297;-0.713
122747.000;0.000;135.000;42.223;3.297;-0.618
108222.000;0.000;20.000;11.470;3.297;6.350
80000.000;124.500;135.000;130.000;3.297;3.180
116950.000;115.870;124.400;121.232;2.916;0.903
159000.000;109.820;115.870;115.097;2.916;0.500
159000.000;103.762;109.812;108.962;2.916;0.500
159000.000;97.704;103.754;102.826;2.916;0.500
161000.000;91.646;97.696;96.691;2.916;0.486
163000.000;85.588;91.638;90.556;2.916;0.473
163000.000;79.530;85.580;84.421;2.916;0.473
163000.000;73.472;79.522;78.285;2.916;0.473
165000.000;67.414;73.464;72.150;2.916;0.459
165000.000;61.356;67.406;66.015;2.916;0.459
169000.000;55.298;61.348;59.879;2.916;0.434
169000.000;49.240;55.290;53.744;2.916;0.434
169000.000;43.182;49.232;47.609;2.916;0.434
169000.000;37.124;43.174;41.474;2.916;0.434
169000.000;31.066;37.116;35.338;2.916;0.434
169000.000;25.008;31.058;29.203;2.916;0.434
169000.000;20.000;25.008;23.068;2.916;0.434
